foursquare_id,name,short_name
4bf58dd8d48988d1c1941735,メキシコ料理店,メキシコ料理
58daa1558bbb0b01f18ec1d9,ボタネロ,ボタネロ
4bf58dd8d48988d153941735,ブリトー店,ブリトー
4bf58dd8d48988d151941735,タコス店,タコス
56aa371ae4b08b9a8d5734ba,テックスメックスレストラン,テックスメックス
5744ccdfe4b0c0459246b4d3,ユカテク料理店,ユカテク
4bf58dd8d48988d115941735,中東料理店,中東料理
56aa371be4b08b9a8d573529,イスラエル料理店,イスラエル料理
5744ccdfe4b0c0459246b4ca,クルド料理店,クルド
58daa1558bbb0b01f18ec1cd,レバノン料理店,レバノン料理
52e81612bcbc57f1066b79f7,ペルシャ料理店,ペルシャ料理
58daa1558bbb0b01f18ec1bc,アーシュ/ハーリム料理店,アーシュ/ハーリム料理
58daa1558bbb0b01f18ec1c0,ディーズィー料理店,ディーズィー料理
58daa1558bbb0b01f18ec1c4,ギーラーン料理店,ギーラーン料理
58daa1558bbb0b01f18ec1c7,ジェガラキ料理,ジェガラキ料理
5744ccdfe4b0c0459246b4a8,タバッキ,タバッキ
52e81612bcbc57f1066b79f9,モダンヨーロッパ料理店,モダンヨーロッパ料理
4bf58dd8d48988d1c2941735,分子ガストロノミーレストラン,分子ガストロノミー
52e81612bcbc57f1066b79f8,パキスタン料理店,パキスタン料理
56aa371be4b08b9a8d573508,ペットカフェ,ペットカフェ
4bf58dd8d48988d1ca941735,ピザハウス,ピザ
52e81612bcbc57f1066b7a04,ポーランド料理店,ポーランド料理
4def73e84765ae376e57713a,ポルトガル料理店,ポルトガル料理
56aa371be4b08b9a8d5734c7,プーティーンが食べられるお店,プーティーンが食べられるお店
4bf58dd8d48988d1c4941735,レストラン,レストラン
5293a7563cf9994f4e043a44,ロシア料理店,ロシア料理
52e928d0bcbc57f1066b7e9d,ブリヌイ店,ブリヌイ
52e928d0bcbc57f1066b7e9c,ペリメニ店,ペリメニ
4bf58dd8d48988d1bd941735,サラダショップ,サラダ
4bf58dd8d48988d1c5941735,サンドイッチ店,サンドイッチ
4bf58dd8d48988d1c6941735,スカンジナビア料理店,スカンジナビア料理
5744ccdde4b0c0459246b4a3,スコットランド料理店,スコットランド
4bf58dd8d48988d1ce941735,シーフードレストラン,シーフード
56aa371be4b08b9a8d57355a,スロバキア料理店,スロバキア料理
4bf58dd8d48988d1c7941735,軽食店,軽食
4bf58dd8d48988d1dd931735,スープ店,スープ
4bf58dd8d48988d14f941735,南部料理 / ソウルフードレストラン,南部料理
4bf58dd8d48988d150941735,スペイン料理店,スペイン料理
4bf58dd8d48988d14d941735,パエリヤレストラン,パエリヤ
4bf58dd8d48988d1db931735,タパスレストラン,タパス
5413605de4b0ae91d18581a9,スリランカ料理店,スリランカ料理
4bf58dd8d48988d1cc941735,ステーキハウス,ステーキハウス
4bf58dd8d48988d158941735,スイス料理店,スイス料理
4bf58dd8d48988d1dc931735,ティールーム,ティールーム
56aa371be4b08b9a8d573538,テーマレストラン,テーマレストラン
57558b36e4b065ecebd306dd,トラック運転手用ドライブイン,トラック運転手用ドライブイン
4f04af1f2fb6e1c99f3db0bb,トルコ料理店,トルコ料理
530faca9bcbc57f1066bc2f3,Borek Place,Borek
530faca9bcbc57f1066bc2f4,Cigkofte Place,Cigkofte
5283c7b4e4b094cb91ec88d8,ドネル料理店,ドネル
5283c7b4e4b094cb91ec88d9,ギョズレメ料理店,ギョズレメ店
5283c7b4e4b094cb91ec88db,キョフテ店,キョフテ
5283c7b4e4b094cb91ec88d6,ココレチ料理店,ココレチ
56aa371be4b08b9a8d573535,クンピルレストラン,クンピル
56aa371be4b08b9a8d5734bd,クムルレストラン,クムル
