id,name
55a5a1ebe4b013909087cb92,ローマ料理店
55a5a1ebe4b013909087cb8f,サルデーニャ料理店
55a5a1ebe4b013909087cb86,シチリア料理店
55a5a1ebe4b013909087cbb9,南ティロル料理店
55a5a1ebe4b013909087cb7f,トラットリア/オステリア
55a5a1ebe4b013909087cbbc,トレント料理店
55a5a1ebe4b013909087cb9e,トスカーナ料理店
55a5a1ebe4b013909087cbc2,ウンブリア料理店
55a5a1ebe4b013909087cbad,ヴェネト料理店
52e81612bcbc57f1066b79fd,ユダヤ料理店
52e81612bcbc57f1066b79fc,コー​​シャ料理店
4bf58dd8d48988d112941735,ジューススタンド
5283c7b4e4b094cb91ec88d7,ケバブ料理店
4bf58dd8d48988d1be941735,ラテンアメリカ料理店
4bf58dd8d48988d152941735,ベネズエラ料理店
52939a8c3cf9994f4e043a35,エンパナーダ料理店
5745c7ac498e5d0483112fdb,エルサルバドル料理レストラン
4bf58dd8d48988d1cd941735,南米料理店
4bf58dd8d48988d107941735,アルゼンチン料理店
4bf58dd8d48988d16b941735,ブラジル料理店
5294c7523cf9994f4e043a62,Acai House
52939ae13cf9994f4e043a3b,バイアーノ料理店
52939a9e3cf9994f4e043a36,中央ブラジル料理店
52939a643cf9994f4e043a33,Churrascaria
5294c55c3cf9994f4e043a61,Empada House
52939af83cf9994f4e043a3d,ゴイアーノ料理店
52939aed3cf9994f4e043a3c,ミネイロ料理店
52939aae3cf9994f4e043a37,東北ブラジル料理店
52939ab93cf9994f4e043a38,北ブラジル料理店
5294cbda3cf9994f4e043a63,Pastelaria
52939ac53cf9994f4e043a39,南東ブラジル料理店
52939ad03cf9994f4e043a3a,南ブラジル料理店
52939a7d3cf9994f4e043a34,Tapiocaria
58daa1558bbb0b01f18ec1f4,コロンビア料理店
4eb1bfa43b7b52c0e1adc2e8,ペルー料理店
56aa371be4b08b9a8d573558,ベネズエラ料理店
4bf58dd8d48988d1bf941735,マカロニチーズ料理店
4bf58dd8d48988d1c0941735,地中海料理店
4bf58dd8d48988d1c3941735,モロッコ料理店
4bf58dd8d48988d1c1941735,メキシコ料理店
58daa1558bbb0b01f18ec1d9,ボタネロ
4bf58dd8d48988d153941735,ブリトー店
4bf58dd8d48988d151941735,タコス店
56aa371ae4b08b9a8d5734ba,テックスメックスレストラン
5744ccdfe4b0c0459246b4d3,ユカテク料理店
4bf58dd8d48988d115941735,中東料理店
56aa371be4b08b9a8d573529,イスラエル料理店
5744ccdfe4b0c0459246b4ca,クルド料理店
58daa1558bbb0b01f18ec1cd,レバノン料理店
52e81612bcbc57f1066b79f7,ペルシャ料理店
58daa1558bbb0b01f18ec1bc,アーシュ/ハーリム料理店
58daa1558bbb0b01f18ec1c0,ディーズィー料理店
58daa1558bbb0b01f18ec1c4,ギーラーン料理店
58daa1558bbb0b01f18ec1c7,ジェガラキ料理
5744ccdfe4b0c0459246b4a8,タバッキ
52e81612bcbc57f1066b79f9,モダンヨーロッパ料理店
4bf58dd8d48988d1c2941735,分子ガストロノミーレストラン
52e81612bcbc57f1066b79f8,パキスタン料理店
56aa371be4b08b9a8d573508,ペットカフェ
4bf58dd8d48988d1ca941735,ピザハウス
52e81612bcbc57f1066b7a04,ポーランド料理店
4def73e84765ae376e57713a,ポルトガル料理店
56aa371be4b08b9a8d5734c7,プーティーンが食べられるお店
4bf58dd8d48988d1c4941735,レストラン
5293a7563cf9994f4e043a44,ロシア料理店
52e928d0bcbc57f1066b7e9d,ブリヌイ店
52e928d0bcbc57f1066b7e9c,ペリメニ店
4bf58dd8d48988d1bd941735,サラダショップ
4bf58dd8d48988d1c5941735,サンドイッチ店
4bf58dd8d48988d1c6941735,スカンジナビア料理店
5744ccdde4b0c0459246b4a3,スコットランド料理店
4bf58dd8d48988d1ce941735,シーフードレストラン
